;N°déclaration;Date déclaration;N°manifeste;N°BL;N°Liquidation;Bureau;Type déclaration;Déclarant;Code Opérateur;Nom Opérateur;Code destinataire réel/Exportateur réel;Nom Destinataire réel / Exportarteur réel;Fournisseur;Circuit;Type visite;Produit;Regime Etendu;Code Additionnel;Nature emballage;Incoterm;Provenance;Origine;Destination;Marque1;Marque2;D&T;Val FOB;Val CAF;Pds Brut;Pds Net;Nbr Colis;Sous_Produit;fret;PU;D&T_tx;PU_moy;PU_min;PU_max;PU_med;Ecart
10;2024CIAB7C1013;2024-05-24;-;Consultez décl. préc.;2024CIAB7L2887;CIAB7;Mise à la consommation;"00069Z -AFRICA GLOBAL LOGISTICS CI
01 BP 1727 ABIDJAN 01
T";0100451K;"EVIOSYS PACKAGING SIEM SA
01 BP 1242 ABIDJAN 01
ZO";-;-;"EVIOSYS PACKAGING FRANCE SAS
7 RUE EMMY NOETHER
DR";ROUGE;Visite a Quai;7210500000;4052;0;"PK - Colis (""package"")";CIF;FR;France;CI;-;-;2,732,167;10,481,844;10,481,844;8,764;8764;1;Produits laminés plats, en fer ou aciers non al;0;1196.01;0.26;1099.39;954.4815599195653;1196.0114103149247;1195.9218407596786;0.92
11;2024CIAB7C904;2024-05-21;-;CIAB7 2021 S 1937 art. 2;2024CIAB7L2689;CIAB7;Mise à la consommation;"00069Z -AFRICA GLOBAL LOGISTICS CI
01 BP 1727 ABIDJAN 01
T";4105730F;"LES MOULINS DE COTE D'IVOIRE
04 BP 1536 ABIDJAN (V";-;-;"FAVA 
29-44042 CENTRO(FE)
ITALY
 DR 24228812";ROUGE;Visite a Quai;8438100000;4050;316;"PK - Colis (""package"")";CIF;IT;Italie;CI;-;-;67,205,788;26,238,936;26,634,740;2,094;1678;0;Machines et appareils pour la boulangerie, la p;395,804;15637.03;2.52;15636.20;15635.366346724266;15637.02979737783;15636.198072051047;1.00
12;2024CIAB7C904;2024-05-21;-;CIAB7 2021 S 1937 art. 1;2024CIAB7L2689;CIAB7;Mise à la consommation;"00069Z -AFRICA GLOBAL LOGISTICS CI
01 BP 1727 ABIDJAN 01
T";4105730F;"LES MOULINS DE COTE D'IVOIRE
04 BP 1536 ABIDJAN (V";-;-;"FAVA 
29-44042 CENTRO(FE)
ITALY
 DR 24228812";ROUGE;Visite a Quai;8438100000;4050;316;"PK - Colis (""package"")";CIF;IT;Italie;CI;-;-;67,205,788;2,055,769,238;2,086,754,786;164,086;131482;69;Machines et appareils pour la boulangerie, la p;30,985,548;15635.37;0.03;15636.20;15635.366346724266;15637.02979737783;15636.198072051047;1.00
13;2024CIAB7C1021;2024-05-24;-;Consultez décl. préc.;2024CIAB7L2897;CIAB7;Mise à la consommation;"00069Z -AFRICA GLOBAL LOGISTICS CI
01 BP 1727 ABIDJAN 01
T";0100451K;"EVIOSYS PACKAGING SIEM SA
01 BP 1242 ABIDJAN 01
ZO";-;-;"EVIOSYS PACKAGING MAROC
ROUTE SECONDAIRE N°110 
D";ROUGE;Visite a Quai;7210709000;4052;0;"PK - Colis (""package"")";CIF;MA;Maroc;CI;-;-;4,088,066;9,262,975;9,262,975;4,586;4586;1;Produits laminés plats, en fer ou acier non a;0;2019.84;0.44;2085.06;2019.8375490623637;2150.2849076466646;2085.0612283545142;1.03
14;2024CIAB7C1019;2024-05-24;-;Consultez décl. préc.;2024CIAB7L2894;CIAB7;Mise à la consommation;"00069Z -AFRICA GLOBAL LOGISTICS CI
01 BP 1727 ABIDJAN 01
T";0100451K;"EVIOSYS PACKAGING SIEM SA
01 BP 1242 ABIDJAN 01
ZO";-;-;"EVIOSYS PACKAGING MAROC
QUARTIER INDUSTRIEL
DR 242";ROUGE;Visite a Quai;7210709000;4052;0;"PK - Colis (""package"")";CIF;MA;Maroc;CI;-;-;9,980,081;22,468,327;22,468,327;10,449;10449;1;Produits laminés plats, en fer ou acier non a;0;2150.28;0.44;2085.06;2019.8375490623637;2150.2849076466646;2085.0612283545142;0.97
15;2024CIAB7C812;2024-05-02;-;CIAB7 2022 S 6 art. 1;2024CIAB7L2427;CIAB7;Mise à la consommation;"00114G -TGR
01 BP 8093 ABIDJAN 01
RCI";9904279V;"NOUVELLE PARFUMERIE GANDOUR-CI.
01 BP 4387 ABIDJAN";-;-;"TRADING AND MARKETING SERVICES LIMITED 
GROUND FLO";ROUGE;Visite a Domicile;3824400000;4050;316;"PK - Colis (""package"")";CFR;LB;Liban;CI;-;-;1,568,161;7,848,651;7,848,651;21,780;21000;18;Additifs préparés pour ciments, mortiers ou b;0;373.75;0.20;330.90;288.0637708333333;373.7452857142857;330.90452827380955;0.89
16;2024CIAB7C813;2024-05-02;-;CIAB7 2022 S 37 art. 3;2024CIAB7L2428;CIAB7;Mise à la consommation;"00114G -TGR
01 BP 8093 ABIDJAN 01
RCI";9904279V;"NOUVELLE PARFUMERIE GANDOUR-CI.
01 BP 4387 ABIDJAN";-;-;"TAMS (TRADING AND MARKETING SERVICES LIMITED)
GROU";ROUGE;Visite a Quai;8479100000;4050;316;"PK - Colis (""package"")";FOB;CN;Chine;CI;-;-;42,748;224,044;224,044;54;54;4;Machines et appareils mécaniques pour les trava;0;4148.96;0.19;4980.75;3480.999330032042;6352.476923076923;5044.76936026936;1.20
17;2024CIAB7C813;2024-05-02;-;CIAB7 2022 S 37 art. 2;2024CIAB7L2428;CIAB7;Mise à la consommation;"00114G -TGR
01 BP 8093 ABIDJAN 01
RCI";9904279V;"NOUVELLE PARFUMERIE GANDOUR-CI.
01 BP 4387 ABIDJAN";-;-;"TAMS (TRADING AND MARKETING SERVICES LIMITED)
GROU";ROUGE;Visite a Quai;8479100000;4050;316;"PK - Colis (""package"")";FOB;CN;Chine;CI;-;-;149,618;784,156;784,156;132;132;4;Machines et appareils mécaniques pour les trava;0;5940.58;0.19;4980.75;3480.999330032042;6352.476923076923;5044.76936026936;0.84
18;2024CIAB7C813;2024-05-02;-;CIAB7 2022 S 37 art. 1;2024CIAB7L2428;CIAB7;Mise à la consommation;"00114G -TGR
01 BP 8093 ABIDJAN 01
RCI";9904279V;"NOUVELLE PARFUMERIE GANDOUR-CI.
01 BP 4387 ABIDJAN";-;-;"TAMS (TRADING AND MARKETING SERVICES LIMITED)
GROU";ROUGE;Visite a Quai;7308909900;4050;316;"PK - Colis (""package"")";FOB;CN;Chine;CI;-;-;6,747,741;35,365,514;35,365,514;40,122;40122;2 488;Autres constructions et parties de construct.,;0;881.45;0.19;1179.41;669.381012718753;2086.7790357263143;1217.4855577940066;1.34
19;2024CIAB7C810;2024-05-02;-;CIAB7 2022 S 66 art. 1;2024CIAB7L2423;CIAB7;Mise à la consommation;"00114G -TGR
01 BP 8093 ABIDJAN 01
RCI";9904279V;"NOUVELLE PARFUMERIE GANDOUR-CI.
01 BP 4387 ABIDJAN";-;-;"TRADING AND MARKETING SERVICES LIMITED
GROUND FLOO";ROUGE;Visite a Quai;3824400000;4050;316;"PK - Colis (""package"")";CFR;ES;Liban;CI;-;-;2,762,648;13,827,061;13,827,061;48,780;48000;67;Additifs préparés pour ciments, mortiers ou b;0;288.06;0.20;330.90;288.0637708333333;373.7452857142857;330.90452827380955;1.15
20;2024CIAB7C811;2024-05-02;-;CIAB7 2022 S 157 art. 1;2024CIAB7L2424;CIAB7;Mise à la consommation;"00114G -TGR
01 BP 8093 ABIDJAN 01
RCI";9904279V;"NOUVELLE PARFUMERIE GANDOUR-CI.
01 BP 4387 ABIDJAN";-;-;"TRADING AND MARKETING SERVICES LIMITED
GROUND FLOO";ROUGE;Visite a Quai;8422300000;4050;316;"PK - Colis (""package"")";FOB;CN;Chine;CI;-;-;6,130,916;32,132,679;32,132,679;3,320;2800;3;Machines et appareils à remplir...bouteilles ou;0;11475.96;0.19;4293.06;1245.1837037037037;11475.956785714287;2473.3492297236066;0.37
21;2024CIAB7C817;2024-05-03;-;Consultez décl. préc.;2024CIAB7L2441;CIAB7;Mise à la consommation;"00114G -TGR
01 BP 8093 ABIDJAN 01
RCI";1434506J;"SOCIETE DE DISTRIBUTION DE PRODUITS ALIMENTAIRES
1";-;-;"JANUS SERVICES B.V
JURRIAAN KOKSTRAAT 114 2586 SL";JAUNE;Visite a Domicile;1511909900;4052;0;"PK - Colis (""package"")";CIF;TG;Indonesie;CI;-;-;17,173,448;25,295,381;25,295,381;20,309;19911;796;Autres huiles de palme raffinées, fractions d;0;1270.42;0.68;965.27;660.122922922923;1270.4224298126665;965.2726763677947;0.76
22;2024CIAB7C1042;2024-05-29;-;-;2024CIAB7L2980;CIAB7;Mise à la consommation;"00114G -TGR
01 BP 8093 ABIDJAN 01
RCI";1434506J;"SOCIETE DE DISTRIBUTION DE PRODUITS ALIMENTAIRES
1";-;-;"SAS SAVOR INGREDIENTS
394, RUE DE FLINS 78410 BOUA";JAUNE;Visite a Domicile;0309901000;4052;0;"PK - Colis (""package"")";FCA;FR;France;CI;-;-;10,297,955;29,604,236;29,604,236;4,966;4668;0;Farines de crustacés, poudres et agglomérés;0;6341.95;0.35;6341.95;6341.9528706083975;6341.9528706083975;6341.9528706083975;1.00
23;2024CIAB7C1042;2024-05-29;-;-;2024CIAB7L2980;CIAB7;Mise à la consommation;"00114G -TGR
01 BP 8093 ABIDJAN 01
RCI";1434506J;"SOCIETE DE DISTRIBUTION DE PRODUITS ALIMENTAIRES
1";-;-;"SAS SAVOR INGREDIENTS
394, RUE DE FLINS 78410 BOUA";JAUNE;Visite a Domicile;0907200000;4052;0;"PK - Colis (""package"")";FCA;FR;France;CI;-;-;438,225;916,313;916,313;92;92;0;Girofles (antofles, clous et griffes) broyés ou;0;9959.92;0.48;9959.92;9959.923913043478;9959.923913043478;9959.923913043478;1.00
24;2024CIAB7C827;2024-05-06;-;Consultez décl. préc.;2024CIAB7L2478;CIAB7;Mise à la consommation;"00114G -TGR
01 BP 8093 ABIDJAN 01
RCI";8504010D;"SOCIETE IVOIRIENNE DE PARFUMERIE
01 BP 2085 ABIDJA";-;-;"SNETOR OVERSEAS
11 AVENUE DUBONNET 92407 COURBEVOI";JAUNE;Visite a Domicile;2207200000;4052;0;"PK - Colis (""package"")";CFR;FR;Etats-Unis;CI;-;-;16,524,693;47,616,236;47,616,236;63,518;63518;73;viedénaturés de;0;749.65;0.35;673.51;551.75;793.4800469048942;674.4039408892627;0.90
25;2024CIAB7C906;2024-05-21;-;Consultez décl. préc.;2024CIAB7L2706;CIAB7;Mise à la consommation;"00114G -TGR
01 BP 8093 ABIDJAN 01
RCI";9904279V;"NOUVELLE PARFUMERIE GANDOUR-CI.
01 BP 4387 ABIDJAN";-;-;"NEDSTAR B.V
HERENGRACHT 442 1017 BZ AMSTERDAM
NL -";JAUNE;Visite a Domicile;2207200000;4052;0;"PK - Colis (""package"")";CIF;MA;Bresil;CI;-;-;25,623,951;69,965,392;69,965,392;83,665;79873;396;viedénaturés de;0;875.96;0.37;712.22;236.375;1017.6051941565738;738.5221351495508;0.81
26;2024CIAB7C916;2024-05-22;-;Consultez décl. préc.;2024CIAB7L2731;CIAB7;Mise à la consommation;"00114G -TGR
01 BP 8093 ABIDJAN 01
RCI";9904279V;"NOUVELLE PARFUMERIE GANDOUR-CI.
01 BP 4387 ABIDJAN";-;-;"NEDSTAR B.V
HERENGRACHT 442 1017 BZ AMSTERDAM
PAYS";JAUNE;Visite a Domicile;2207200000;4052;0;"PK - Colis (""package"")";CIF;MA;Bresil;CI;-;-;25,302,338;69,258,494;69,258,494;82,819;79066;392;viedénaturés de;0;875.96;0.37;712.22;236.375;1017.6051941565738;738.5221351495508;0.81
27;2024CIAB7C1042;2024-05-29;-;Consultez décl. préc.;2024CIAB7L2980;CIAB7;Mise à la consommation;"00114G -TGR
01 BP 8093 ABIDJAN 01
RCI";1434506J;"SOCIETE DE DISTRIBUTION DE PRODUITS ALIMENTAIRES
1";-;-;"SAS SAVOR INGREDIENTS
394, RUE DE FLINS 78410 BOUA";JAUNE;Visite a Domicile;0712200000;4052;0;"PK - Colis (""package"")";FCA;FR;France;CI;-;-;1,547,016;3,234,776;3,234,776;1,131;1095;5;Oignons secs, même coupés en morceaux ou en tr;0;2954.13;0.48;2954.13;2954.133333333333;2954.133333333333;2954.133333333333;1.00
28;2024CIAB7C849;2024-05-14;-;CIAB7 2022 S 2497 art. 7;2024CIAB7L2560;CIAB7;Mise à la consommation;"00196M -TRANS-INTER
01 BP 5865 ABIDJAN 01
TREICH-ZONE 3-RU";0521319F;"MOOV AFRICA COTE D'IVOIRE
01 BP 2347 ABIDJAN (VILL";-;-;"ERICSSON AB
SE-164 83 STOCKHOLM SWEDEN";ROUGE;Visite a Quai;7419809000;4050;316;"PK - Colis (""package"")";DAP;BE;PLUSIEURS;CI;-;-;63,460;283,373;291,365;29;26;0;Autres ouvrages en cuivre (à l'exclusion de ce;7,992;10898.96;0.22;10898.96;10898.961538461539;10898.961538461539;10898.961538461539;1.00
29;2024CIAB7C850;2024-05-14;-;CIAB7 2022 S 2601 art. 24;2024CIAB7L2561;CIAB7;Mise à la consommation;"00196M -TRANS-INTER
01 BP 5865 ABIDJAN 01
TREICH-ZONE 3-RU";0521319F;"MOOV AFRICA COTE D'IVOIRE
01 BP 2347 ABIDJAN (VILL";-;-;"ERICSSON AB
SE-164 83 STOCKHOLM SWEDEN";ROUGE;Visite a Quai;7326909000;4050;316;"PK - Colis (""package"")";DAP;BE;PLUSIEURS;CI;-;-;25,988;116,104;119,316;2;2;0;Autres ouvrages en fer ou en acier du n° 73.26;3,212;58052.00;0.22;37016.57;281.14285714285717;228741.07692307694;6260.25;0.64
30;2024CIAB7C850;2024-05-14;-;CIAB7 2022 S 2601 art. 11;2024CIAB7L2561;CIAB7;Mise à la consommation;"00196M -TRANS-INTER
01 BP 5865 ABIDJAN 01
TREICH-ZONE 3-RU";0521319F;"MOOV AFRICA COTE D'IVOIRE
01 BP 2347 ABIDJAN (VILL";-;-;"ERICSSON AB
SE-164 83 STOCKHOLM SWEDEN";ROUGE;Visite a Quai;7326909000;4050;316;"PK - Colis (""package"")";DAP;BE;PLUSIEURS;CI;-;-;31,317;140,375;143,784;4;3;0;Autres ouvrages en fer ou en acier du n° 73.26;3,409;46791.67;0.22;37016.57;281.14285714285717;228741.07692307694;6260.25;0.79
31;2024CIAB7C849;2024-05-14;-;CIAB7 2022 S 2497 art. 10;2024CIAB7L2560;CIAB7;Mise à la consommation;"00196M -TRANS-INTER
01 BP 5865 ABIDJAN 01
TREICH-ZONE 3-RU";0521319F;"MOOV AFRICA COTE D'IVOIRE
01 BP 2347 ABIDJAN (VILL";-;-;"ERICSSON AB
SE-164 83 STOCKHOLM SWEDEN";ROUGE;Visite a Quai;7326909000;4050;316;"PK - Colis (""package"")";DAP;BE;PLUSIEURS;CI;-;-;4,033,325;18,036,194;18,518,479;1,817;1656;0;Autres ouvrages en fer ou en acier du n° 73.26;482,285;10891.42;0.22;37016.57;281.14285714285717;228741.07692307694;6260.25;3.40
32;2024CIAB7C845;2024-05-13;-;CIAB7 2022 S 2681 art. 1;2024CIAB7L2554;CIAB7;Mise à la consommation;"00196M -TRANS-INTER
01 BP 5865 ABIDJAN 01
TREICH-ZONE 3-RU";0521319F;"MOOV AFRICA COTE D'IVOIRE
01 BP 2347 ABIDJAN (VILL";-;-;"ERICSSON AB
SE-1645 83 STOCKHOLM SWEDEN";ROUGE;Visite a Quai;7326909000;4050;316;"PK - Colis (""package"")";DAP;MA;PLUSIEURS;CI;-;-;3,516;1,968;16,140;8;7;18;Autres ouvrages en fer ou en acier du n° 73.26;14,172;281.14;0.22;37016.57;281.14285714285717;228741.07692307694;6260.25;131.66
33;2024CIAB7C848;2024-05-13;-;CIAB7 2022 S 2548 art. 3;2024CIAB7L2558;CIAB7;Mise à la consommation;"00196M -TRANS-INTER
01 BP 5865 ABIDJAN 01
TREICH-ZONE 3-RU";0521319F;"MOOV AFRICA COTE D'IVOIRE
01 BP 2347 ABIDJAN (VILL";-;-;"ERISSON AB
SE-164 83 STOCKHOLM SWEDEN";ROUGE;Visite a Quai;8529100000;4050;316;"PK - Colis (""package"")";DAP;BE;PLUSIEURS;CI;-;-;238,513;1,053,467;1,095,097;494;493;0;Antennes et réflecteurs d'antennes de tous type;41,630;2136.85;0.22;42632.29;2136.8498985801216;110201.0;29095.650686359684;19.95
34;2024CIAB7C850;2024-05-14;-;CIAB7 2022 S 2601 art. 15;2024CIAB7L2561;CIAB7;Mise à la consommation;"00196M -TRANS-INTER
01 BP 5865 ABIDJAN 01
TREICH-ZONE 3-RU";0521319F;"MOOV AFRICA COTE D'IVOIRE
01 BP 2347 ABIDJAN (VILL";-;-;"ERICSSON AB
SE-164 83 STOCKHOLM SWEDEN";ROUGE;Visite a Quai;8529100000;4050;316;"PK - Colis (""package"")";DAP;BE;PLUSIEURS;CI;-;-;12,175,733;54,445,087;55,903,269;1,696;1151;0;Antennes et réflecteurs d'antennes de tous type;1,458,182;47302.42;0.22;42632.29;2136.8498985801216;110201.0;29095.650686359684;0.90
35;2024CIAB7C849;2024-05-14;-;CIAB7 2022 S 2497 art. 20;2024CIAB7L2560;CIAB7;Mise à la consommation;"00196M -TRANS-INTER
01 BP 5865 ABIDJAN 01
TREICH-ZONE 3-RU";0521319F;"MOOV AFRICA COTE D'IVOIRE
01 BP 2347 ABIDJAN (VILL";-;-;"ERICSSON AB
SE-164 83 STOCKHOLM SWEDEN";ROUGE;Visite a Quai;8529100000;4050;316;"PK - Colis (""package"")";DAP;BE;PLUSIEURS;CI;-;-;182,686;816,666;838,774;82;75;0;Antennes et réflecteurs d'antennes de tous type;22,108;10888.88;0.22;42632.29;2136.8498985801216;110201.0;29095.650686359684;3.92
36;2024CIAB7C850;2024-05-14;-;CIAB7 2022 S 2601 art. 26;2024CIAB7L2561;CIAB7;Mise à la consommation;"00196M -TRANS-INTER
01 BP 5865 ABIDJAN 01
TREICH-ZONE 3-RU";0521319F;"MOOV AFRICA COTE D'IVOIRE
01 BP 2347 ABIDJAN (VILL";-;-;"ERICSSON AB
SE-164 83 STOCKHOLM SWEDEN";ROUGE;Visite a Quai;8517710000;4050;316;"PK - Colis (""package"")";DAP;BE;PLUSIEURS;CI;-;-;176,401;899,317;924,530;16;15;0; Antennes et réflecteurs d’antennes de tous;25,213;59954.47;0.19;53534.76;47115.05785123967;59954.46666666667;53534.76225895317;0.89
37;2024CIAB7C850;2024-05-14;-;CIAB7 2022 S 2601 art. 14;2024CIAB7L2561;CIAB7;Mise à la consommation;"00196M -TRANS-INTER
01 BP 5865 ABIDJAN 01
TREICH-ZONE 3-RU";0521319F;"MOOV AFRICA COTE D'IVOIRE
01 BP 2347 ABIDJAN (VILL";-;-;"ERICSSON AB
SE-164 83 STOCKHOLM SWEDEN";ROUGE;Visite a Quai;8517710000;4050;316;"PK - Colis (""package"")";DAP;BE;PLUSIEURS;CI;-;-;1,116,878;5,700,922;5,853,653;178;121;0; Antennes et réflecteurs d’antennes de tous;152,731;47115.06;0.19;53534.76;47115.05785123967;59954.46666666667;53534.76225895317;1.14
38;2024CIAB7C850;2024-05-14;-;CIAB7 2022 S 2601 art. 25;2024CIAB7L2561;CIAB7;Mise à la consommation;"00196M -TRANS-INTER
01 BP 5865 ABIDJAN 01
TREICH-ZONE 3-RU";0521319F;"MOOV AFRICA COTE D'IVOIRE
01 BP 2347 ABIDJAN (VILL";-;-;"ERICSSON AB
SE-164 83 STOCKHOLM SWEDEN";ROUGE;Visite a Quai;8536900000;4050;316;"PK - Colis (""package"")";DAP;BE;PLUSIEURS;CI;-;-;309,087;1,380,789;1,419,129;25;23;0;Autres appareils pr coupure, sectionnement, prot;38,340;60034.30;0.22;83338.82;328.0;532082.0769230769;41401.0;1.39
39;2024CIAB7C850;2024-05-14;-;CIAB7 2022 S 2601 art. 13;2024CIAB7L2561;CIAB7;Mise à la consommation;"00196M -TRANS-INTER
01 BP 5865 ABIDJAN 01
TREICH-ZONE 3-RU";0521319F;"MOOV AFRICA COTE D'IVOIRE
01 BP 2347 ABIDJAN (VILL";-;-;"ERICSSON AB
SE-164 83 STOCKHOLM SWEDEN";ROUGE;Visite a Quai;8536900000;4050;316;"PK - Colis (""package"")";DAP;BE;PLUSIEURS;CI;-;-;433,336;1,937,697;1,989,603;61;42;0;Autres appareils pr coupure, sectionnement, prot;51,906;46135.64;0.22;83338.82;328.0;532082.0769230769;41401.0;1.81
