;N°déclaration;Date déclaration;N°manifeste;N°BL;N°Liquidation;Bureau;Type déclaration;Déclarant;Code Opérateur;Nom Opérateur;Code destinataire réel/Exportateur réel;Nom Destinataire réel / Exportarteur réel;Fournisseur;Circuit;Type visite;Produit;Regime Etendu;Code Additionnel;Nature emballage;Incoterm;Provenance;Origine;Destination;Marque1;Marque2;D&T;Val FOB;Val CAF;Pds Brut;Pds Net;Nbr Colis;Sous_Produit;fret;PU;D&T_tx;PU_moy;PU_min;PU_max;PU_med;Ecart
10;2024CIAB1C6609;01/02/2024;CIAB1 2024 428;MEDUJ8551650;2024CIAB1L6610;CIAB1;Mise à la consommation;"00296P -STRACOTRANS
01 BP 7084 ABIDJAN 01
MARCORY-IMMEUBLE";0208793S;"ORCA DECORATION
11 BP 2498 ABIDJAN (VILLE) 11
MARC";-;-;"PENTA ASIA LIMITED
SUITE C,11/F,QUEEN CENTER 58-64";VERT;BAE Auto;7615109000;4000;0;"PK - Colis (""package"")";FOB;FR;PLUSIEURS;CI;-;-;2,916,281;6,049,235;6,586,000;2,67;2126;0;Articles de ménage ou d'économie domestique e;536,765;2845.36;0.44;5207.43;3061.0;7696.533333333334;5107.500554938957;1.83
11;2024CIAB1C6678;01/02/2024;CIAB1 2024 340;GEN1660244;2024CIAB1L6679;CIAB1;Mise à la consommation;"00218Y -TGA-CI
01 BP 3750 ABIDJAN 01
TREICH-ZONE 3C-FACE P";9801937S;"PROMASTER (ex MEPROLIM)
01 BP 3220 ABIDJAN 01
L'IM";-;-;"MARCA PROTECCION LABORAL, S.L.
POL. IND. CABEZO BE";VERT;BAE Auto;6116930000;4000;0;"PK - Colis (""package"")";EXW;ES;PLUSIEURS;CI;-;-;2,743,300;6,039,396;6,195,341;765;500;46;Gants, mitaines et moufles de fibres synthétiq;155,945;12078.79;0.44;7277.30;6847.109589041096;7707.5;7277.304794520548;0.60
12;2024CIAB3C1574;01/02/2024;CIAB3 2024 661;17694831240;2024CIAB3L2076;CIAB3;Mise à la consommation;"00389S -M.A.M TRANSIT
01 BP 10657 ABIDJAN 01
RCI";2055839X;"CILUXE
01 BP 1134 ABIDJAN (VILLE) 01
TREICHVILLE L";-;-;"PARFUMS CHRISTIAN DIOR ORIENT FZCO
PO BOX 17200 JA";VERT;BAE Auto;3303009000;4000;0;"PK - Colis (""package"")";CPT;AE;PLUSIEURS;CI;-;-;3,515,017;4,552,342;5,657,743;24;20;0;"Parfums (autres que liquides); eaux de toillette";1,105,401;227617.10;0.62;8959.56;8808.57142857143;9110.555555555555;8959.563492063491;0.04
13;2024CIAB1C6707;01/02/2024;CIAB1 2024 443;234525289;2024CIAB1L6708;CIAB1;Mise à la consommation;"00218Y -TGA-CI
01 BP 3750 ABIDJAN 01
TREICH-ZONE 3C-FACE P";8302794M;SOCIETE AFRICAINE DE TRANSFORMATION DE LA OUATE DE;-;-;"OVERSEAS TRANSACTIONS SAL (OFFSHORE)
EL MABANI BUI";VERT;BAE Auto;9619001000;4000;0;"PK - Colis (""package"")";FOB;TR;Turquie;CI;-;-;2,463,508;5,102,884;5,563,471;7,55;7001;2229;Serviettes et tampons hygiéniques, y compris le;460,587;728.88;0.44;1947.41;1947.4117647058824;1947.4117647058824;1947.4117647058824;2.67
14;2024CIAB1C6636;01/02/2024;CIAB1 2024 511;HLCUPRG231204874;2024CIAB1L6637;CIAB1;Mise à la consommation;"00422R -BLE TRANSIT
01 BP 8072 ABIDJAN 01
ABIDJAN-TREICHVI";0100343W;"CACOMIAF-CPTOIR DE L'AU-
01 BP 1317 ABIDJAN 01
TRE";0100343W;"CACOMIAF-CPTOIR DE L'AU-
01 BP 1317 ABIDJAN 01
TRE";"YOKOHAMA TWS BELGIUM NV
BRUGSE STEENWEG 7, B-9940";VERT;BAE Auto;4011700000;4000;0;"PK - Colis (""package"")";CFR;MA;PLUSIEURS;CI;-;-;1,786,897;5,277,174;5,501,512;1,809;1809;0;Pneumatiques neufs, en caoutchouc, des types uti;224,338;2917.18;0.32;8527.25;5247.5;11807.0;8527.25;2.92
15;2024CIAB1C6678;01/02/2024;CIAB1 2024 340;GEN1660244;2024CIAB1L6679;CIAB1;Mise à la consommation;"00218Y -TGA-CI
01 BP 3750 ABIDJAN 01
TREICH-ZONE 3C-FACE P";9801937S;"PROMASTER (ex MEPROLIM)
01 BP 3220 ABIDJAN 01
L'IM";-;-;"MARCA PROTECCION LABORAL, S.L.
POL. IND. CABEZO BE";VERT;BAE Auto;6307900000;4000;0;"PK - Colis (""package"")";EXW;ES;PLUSIEURS;CI;-;-;2,275,848;4,954,444;5,139,653;937;608;97;Autres articles confectionnés, y compris les pa;185,209;8148.76;0.44;13674.07;2951.75;43293.0;7281.1;1.68
16;2024CIAB1C6551;01/02/2024;CIAB1 2024 594;MEDUEM673962;2024CIAB1L6552;CIAB1;Mise à la consommation;"00277D -GLOBAL MANUTENTION COTE D IVOIRE
05 BP 1753 ABIDJA";9818944H;"STE DE DISTRIBUTION DE TOUTE M
15 BP 829 ABIDJAN 1";-;-;"LUTECIA S.A.L (OFFSHORE)
PO BOX:115-25 BEIRUT";VERT;BAE Auto;2836990000;4000;0;"BG - Sac (""bag"")";CIF;CN;Chine;CI;-;-;1,526,294;3,896,385;4,833,092;27,108;27000;1080;"Autres carbonates du n° 28.36; peroxocarbonate";936,707;144.31;0.32;1049.53;1049.531;1049.531;1049.531;7.27
17;2024CISMGC471;01/02/2024;CIAB1 2023 3261;LHV3149857/12;2024CISMGL471;CISMG;Mise à la consommation;"00478Z -ONYX TRANS
17  BP 1027 ABIDJAN 17";8500567L;"MAINTENANCE CLIMATISATION ET TECHNIQUE  (MCT )
 BP";8500567L;"MAINTENANCE CLIMATISATION ET TECHNIQUE  (MCT )
 BP";"CARHIS
42-RUE EMMANUEL EYDOUX
13016 MARSEILLE
FRAN";VERT;BAE Auto;8414590000;4079;0;"PK - Colis (""package"")";EXW;SN;France;CI;-;-;2,007,834;3,983,627;4,534,399;324;288;0;Ventilateurs autres que de table, sol, muraux,;550,772;13832.04;0.44;8949.14;8949.142857142857;8949.142857142857;8949.142857142857;0.65
18;2024CIAB3C1539;01/02/2024;CIAB3 2024 464;5749401435;2024CIAB3L2034;CIAB3;Mise à la consommation;"00306K -SDMA
01 BP 6786 ABIDJAN 01
ZONE II-RUE DES SELLIER";0100925E;"NEEMBA COTE D'IVOIRE
01 BP 1299 ABIDJAN 01
AGENT D";0100925E;"NEEMBA COTE D'IVOIRE
01 BP 1299 ABIDJAN 01
AGENT D";"NEEMBA INTERNATIONAL LTD
6TH FLOOR, TOWER A,1, Cyb";VERT;BAE Auto;8483900000;4000;0;CT - Carton;FCA;BE;PLUSIEURS;CI;-;-;1,348,892;3,777,656;4,152,969;117;117;0;Roues dentées et autres organes élémentaires;375,313;32287.66;0.32;20805.62;20805.615384615383;20805.615384615383;20805.615384615383;0.64
19;2024CIAB1C6609;01/02/2024;CIAB1 2024 428;MEDUJ8551650;2024CIAB1L6610;CIAB1;Mise à la consommation;"00296P -STRACOTRANS
01 BP 7084 ABIDJAN 01
MARCORY-IMMEUBLE";0208793S;"ORCA DECORATION
11 BP 2498 ABIDJAN (VILLE) 11
MARC";-;-;"PENTA ASIA LIMITED
SUITE C,11/F,QUEEN CENTER 58-64";VERT;BAE Auto;7323930000;4000;0;"PK - Colis (""package"")";FOB;FR;PLUSIEURS;CI;-;-;1,803,657;3,740,923;4,073,292;1,651;1314;0;Articles de ménage ou d'économie domestique e;332,369;2846.97;0.44;5207.43;3061.0;7696.533333333334;5107.500554938957;1.83
20;2024CIAB1C6678;01/02/2024;CIAB1 2024 340;GEN1660244;2024CIAB1L6679;CIAB1;Mise à la consommation;"00218Y -TGA-CI
01 BP 3750 ABIDJAN 01
TREICH-ZONE 3C-FACE P";9801937S;"PROMASTER (ex MEPROLIM)
01 BP 3220 ABIDJAN 01
L'IM";-;-;"MARCA PROTECCION LABORAL, S.L.
POL. IND. CABEZO BE";VERT;BAE Auto;6506100000;4000;0;"PK - Colis (""package"")";EXW;ES;PLUSIEURS;CI;-;-;1,294,744;3,878,018;3,986,258;535;350;43;Coiffures de sécurité, même garnies;108,24;11080.05;0.32;7271.69;6810.018181818182;7733.368421052632;7271.693301435407;0.66
21;2024CIAB1C6678;01/02/2024;CIAB1 2024 340;GEN1660244;2024CIAB1L6679;CIAB1;Mise à la consommation;"00218Y -TGA-CI
01 BP 3750 ABIDJAN 01
TREICH-ZONE 3C-FACE P";9801937S;"PROMASTER (ex MEPROLIM)
01 BP 3220 ABIDJAN 01
L'IM";-;-;"MARCA PROTECCION LABORAL, S.L.
POL. IND. CABEZO BE";VERT;BAE Auto;4015190000;4000;0;"PK - Colis (""package"")";EXW;ES;PLUSIEURS;CI;-;-;1,765,056;3,817,669;3,986,112;861;563;41;Gants, mitaines et moufles en caoutchouc vulcan;168,443;6780.94;0.44;6937.57;3279.777777777778;11410.60465116279;6122.333333333333;1.02
22;2024CIAB3C1582;01/02/2024;CIAB3 2024 478;5706811571;2024CIAB3L2084;CIAB3;Mise à la consommation;"00182S -T T S (TRANSIT-TRANSPORT-SERVICES)
15 BP 449 ABIDJ";2046150F;"PW MINING INTERNAL LIMITED COTE D'IVOIRE
01 BP 405";2046150F;"PW MINING INTERNAL LIMITED COTE D'IVOIRE
01 BP 405";"HALADJIAN MOBILE EQUIPEMENT SOLUTIONS
1951 AVENUE";VERT;BAE Auto;8487900000;4000;0;"PC - Colis (""parcel"")";CIP;FR;PLUSIEURS;CI;-;-;1,255,008;3,764,537;3,863,931;25;21;0;Autres parties de machines et appareils non dén;99,394;179263.67;0.32;20723.39;20723.38888888889;20723.38888888889;20723.38888888889;0.12
23;2024CIAB1C6678;01/02/2024;CIAB1 2024 340;GEN1660244;2024CIAB1L6679;CIAB1;Mise à la consommation;"00218Y -TGA-CI
01 BP 3750 ABIDJAN 01
TREICH-ZONE 3C-FACE P";9801937S;"PROMASTER (ex MEPROLIM)
01 BP 3220 ABIDJAN 01
L'IM";-;-;"MARCA PROTECCION LABORAL, S.L.
POL. IND. CABEZO BE";VERT;BAE Auto;3926909900;4000;0;"PK - Colis (""package"")";EXW;ES;PLUSIEURS;CI;-;-;1,616,840;3,593,988;3,651,387;264;172;13;Autres ouvrages en matières plastiques et ouv;57,399;20895.28;0.44;10648.09;145.77777777777777;26570.30864197531;8658.6;0.51
24;2024CIAB3C1581;01/02/2024;CIAB3 2024 298;5706536913;2024CIAB3L2083;CIAB3;Mise à la consommation;"00182S -T T S (TRANSIT-TRANSPORT-SERVICES)
15 BP 449 ABIDJ";2046150F;"PW MINING INTERNAL LIMITED COTE D'IVOIRE
01 BP 405";2046150F;"PW MINING INTERNAL LIMITED COTE D'IVOIRE
01 BP 405";"HALADJIAN MOBILE EQUIPEMENT SOLUTIONS
1951 AVENUE";VERT;BAE Auto;7318220000;4000;0;"PC - Colis (""parcel"")";CIP;FR;PLUSIEURS;CI;-;-;1,503,798;3,072,503;3,396,104;70;64;0;Rondelles autres que les rondelles de blocage,;323,601;48007.86;0.44;20654.23;20654.23076923077;20654.23076923077;20654.23076923077;0.43
25;2024CIAB1C6654;01/02/2024;CIAB1 2024 511;HLCURTM231239020;2024CIAB1L6655;CIAB1;Mise à la consommation;"00109N -GENERAL TRANSIT COTE D IVOIRE(GTCI)
18 BP 130 ABID";1105624W;"TRANSMED COTE D'IVOIRE
08 BP 118 ABIDJAN 08
ZONE 3";-;-;"PROCTER & GAMBLE MIDDLE EAST FZE
DR24-0407 PLOT NO";VERT;BAE Auto;9619001000;4000;0;"CS - Boite (""case"")";CFR;MA;PLUSIEURS;CI;-;-;1,475,664;3,202,382;3,332,569;307;197;338;Serviettes et tampons hygiéniques, y compris le;130,187;16255.75;0.44;2934.50;2160.408906882591;3363.0793650793653;3280.0;0.18
26;2024CIAB1C6654;01/02/2024;CIAB1 2024 511;HLCURTM231239020;2024CIAB1L6655;CIAB1;Mise à la consommation;"00109N -GENERAL TRANSIT COTE D IVOIRE(GTCI)
18 BP 130 ABID";1105624W;"TRANSMED COTE D'IVOIRE
08 BP 118 ABIDJAN 08
ZONE 3";-;-;"PROCTER & GAMBLE MIDDLE EAST FZE
DR24-0407 PLOT NO";VERT;BAE Auto;3305100000;4000;0;"CS - Boite (""case"")";CFR;MA;PLUSIEURS;CI;-;-;1,974,476;3,053,480;3,178,099;1,192;1056;700;Shampooings;124,619;2891.55;0.62;8336.13;7379.5;9492.058823529413;7925.505882352942;2.88
27;2024CIAB3C1574;01/02/2024;CIAB3 2024 661;17694831240;2024CIAB3L2076;CIAB3;Mise à la consommation;"00389S -M.A.M TRANSIT
01 BP 10657 ABIDJAN 01
RCI";2055839X;"CILUXE
01 BP 1134 ABIDJAN (VILLE) 01
TREICHVILLE L";-;-;"PARFUMS CHRISTIAN DIOR ORIENT FZCO
PO BOX 17200 JA";VERT;BAE Auto;3307200000;4000;0;"PK - Colis (""package"")";CPT;AE;PLUSIEURS;CI;-;-;1,325,338;1,880,629;2,993,080;142;140;0;Désodorisants corporels et antisudoraux;1,112,451;13433.06;0.44;11441.36;7895.777777777777;15742.969696969696;10912.905092592591;0.85
28;2024CIAB3C1557;01/02/2024;CIAB3 2024 606;5749757584;2024CIAB3L2054;CIAB3;Mise à la consommation;"00114G -TGR
01 BP 8093 ABIDJAN 01
RCI";1822178V;"COMPAGNIE CACAOYERE DU BANDAMA
01 BP 3622 ABIDJAN";-;-;"AFCOMI MOIREZ INDUSTRIE 
86 BIS RUE DE LA BALME -F";VERT;BAE Auto;9031800000;4000;0;"PK - Colis (""package"")";EXW;FR;France;CI;-;-;932,839;2,721,566;2,872,029;9;9;1;Autres instruments, appareils et machines de mes;150,463;302396.22;0.32;7871.50;7871.5;7871.5;7871.5;0.03
29;2024CIAB3C1591;01/02/2024;CIAB3 2024 466;2053917743;2024CIAB3L2095;CIAB3;Mise à la consommation;"00069Z -AFRICA GLOBAL LOGISTICS CI
01 BP 1727 ABIDJAN 01
T";8605585C;"SITAB INDUSTRIES
 BP 607 BOUAKE 
BOUAKE,ZONE INDUS";-;-;"GDSPA. SOCIIETA A SOCIO UNICO
VIA BATTINDARMO 91";VERT;BAE Auto;7326909000;4000;0;"PC - Colis (""parcel"")";CPT;IT;PLUSIEURS;CI;-;-;1,231,189;2,730,093;2,780,458;6;6;1;Autres ouvrages en fer ou en acier du n° 73.26;50,365;455015.50;0.44;18943.14;5903.666666666667;39882.2;14993.35;0.04
30;2024CIABTE1325;01/02/2024;-;-;2024CIABTL2626;CIABT;Exportation;"00452K -INTERNATIONAL LOGISTICS
05BP152 ABIDJAN 05";0100925E;"NEEMBA COTE D'IVOIRE
01 BP 1299 ABIDJAN 01
AGENT D";-;-;"NEEMBA BURKINA
01 BP 147  OUAGA 01 BURKINA FASO 
I";VERT;BAE Auto;3820000000;1000;0;DR - Fut;FCA;BF;PLUSIEURS;BF;-;-;0;2,574,979;2,578,519;178;178;5;Préparations antigel et liquides préparés pour;3,54;14466.17;0.00;3498.50;3498.5;3498.5;3498.5;0.24
31;2024CIABTR1317;01/02/2024;CIAB1 2024 270;ONEYSH3AKA605700;2024CIABTL2655;CIABT;Ré-exportation;"00370J -SITRACOM
16 BP 1382 ABIDJAN 16
TREICHVILLE NANAN Y";1001875V;"SITRACOM
16 BP 1382 ABIDJAN 16
TREICHVILLE NANAN Y";-;-;"SAWADOGO BOUREIMA P/C TTB
BP OUAGADOUGOU BURKINA F";VERT;BAE Auto;8436290000;3000;0;"PK - Colis (""package"")";CFR;CI;Chine;BF;-;-;0;2,543,471;2,567,936;1,603;1568;86;Machines et appareils pour l'aviculture autres;24,465;1622.11;0.00;368.61;368.6142857142857;368.6142857142857;368.6142857142857;0.23
32;2024CIAB3C1553;01/02/2024;CIAB3 2024 456;49000089460;2024CIAB3L2050;CIAB3;Mise à la consommation;"00393J -INTERNATIONAL KTS
21 BP 5166 ABIDJAN 21
TREICH-VGE";1422217K;"VINCI ENERGIES COTE D'IVOIRE
25 BP 945 ABIDJAN (VI";-;-;"AFRICA TRADING AND CONSULTING
N°314 LOTISSEMENT A";VERT;BAE Auto;7326909000;4000;0;CT - Carton;CPT;MA;France;CI;-;-;1,121,529;1,895,060;2,532,804;20;18;1;Autres ouvrages en fer ou en acier du n° 73.26;637,744;105281.11;0.44;470.51;312.84615384615387;628.1701388888889;470.50814636752136;0.00
33;2024CIAB3C1539;01/02/2024;CIAB3 2024 464;5749401435;2024CIAB3L2034;CIAB3;Mise à la consommation;"00306K -SDMA
01 BP 6786 ABIDJAN 01
ZONE II-RUE DES SELLIER";0100925E;"NEEMBA COTE D'IVOIRE
01 BP 1299 ABIDJAN 01
AGENT D";0100925E;"NEEMBA COTE D'IVOIRE
01 BP 1299 ABIDJAN 01
AGENT D";"NEEMBA INTERNATIONAL LTD
6TH FLOOR, TOWER A,1, Cyb";VERT;BAE Auto;8483300000;4000;0;CT - Carton;FCA;BE;PLUSIEURS;CI;-;-;794,727;2,225,662;2,446,777;67;67;0;"Paliers, autres qu'à roulements incorporés; co";221,115;33218.84;0.32;20602.23;20602.230263157893;20602.230263157893;20602.230263157893;0.62
34;2024CIAB1C6752;01/02/2024;CIAB1 2024 459;234244142;2024CIAB1L6753;CIAB1;Mise à la consommation;"00414Z -TOP TRANSIT
05 BP 2963
TREICHVILLE-AVENUE 21";1913530M;"ETS HAKILY
31 BP 934 ABIDJAN (VILLE) 31
TREICHVILL";1913530M;"ETS HAKILY
31 BP 934 ABIDJAN (VILLE) 31
TREICHVILL";"GHULAM NABI GENERAL TRADING LLL
SHOP N 12 AL ZAROU";VERT;BAE Auto;8483100000;4000;0;CT - Carton;CFR;CN;PLUSIEURS;CI;-;-;791,869;2,147,970;2,438,004;5,032;5032;0;Arbres de transmission (y compris les arbres à;290,034;426.86;0.32;20565.74;20565.738636363636;20565.738636363636;20565.738636363636;48.18
35;2024CISMGC468;01/02/2024;CIAB1 2024 444;7;2024CISMGL468;CISMG;Mise à la consommation;"00281L -E-TRANSIT
01 BP 1790 ABIDJAN 01";7210819C;"IMPRIMERIE DU PLATEAU / PICA
04 BP 488 ABIDJAN 04
";-;-;"SARL MECA ONE 
154 RUE AMPERE 54710 LUDRES
FRANCE";VERT;BAE Auto;8202990000;4000;0;"PK - Colis (""package"")";EXW;SN;France;CI;-;-;779,637;2,358,165;2,400,351;13;12;0;Autres lames de scies du n° 82.02;42,186;196513.75;0.32;627.74;627.7443249701314;627.7443249701314;627.7443249701314;0.00
36;2024CIAB1C6678;01/02/2024;CIAB1 2024 340;GEN1660244;2024CIAB1L6679;CIAB1;Mise à la consommation;"00218Y -TGA-CI
01 BP 3750 ABIDJAN 01
TREICH-ZONE 3C-FACE P";9801937S;"PROMASTER (ex MEPROLIM)
01 BP 3220 ABIDJAN 01
L'IM";-;-;"MARCA PROTECCION LABORAL, S.L.
POL. IND. CABEZO BE";VERT;BAE Auto;9004909000;4000;0;"PK - Colis (""package"")";EXW;ES;PLUSIEURS;CI;-;-;769,795;2,312,904;2,370,040;279;182;14;Lunettes et articles similaires autres que sola;57,136;12708.26;0.32;9183.50;9183.5;9183.5;9183.5;0.72
37;2024CIAB3C1539;01/02/2024;CIAB3 2024 464;5749401435;2024CIAB3L2034;CIAB3;Mise à la consommation;"00306K -SDMA
01 BP 6786 ABIDJAN 01
ZONE II-RUE DES SELLIER";0100925E;"NEEMBA COTE D'IVOIRE
01 BP 1299 ABIDJAN 01
AGENT D";0100925E;"NEEMBA COTE D'IVOIRE
01 BP 1299 ABIDJAN 01
AGENT D";"NEEMBA INTERNATIONAL LTD
6TH FLOOR, TOWER A,1, Cyb";VERT;BAE Auto;8512200000;4000;0;CT - Carton;FCA;BE;PLUSIEURS;CI;-;-;769,66;2,155,475;2,369,623;66;66;0;Appareils électriques d'éclairage ou de signal;214,148;32658.71;0.32;6997.00;6997.0;6997.0;6997.0;0.21
