;N°déclaration;Date déclaration;N°manifeste;N°BL;N°Liquidation;Bureau;Type déclaration;Déclarant;Code Opérateur;Nom Opérateur;Code destinataire réel/Exportateur réel;Nom Destinataire réel / Exportarteur réel;Fournisseur;Circuit;Type visite;Produit;Regime Etendu;Code Additionnel;Nature emballage;Incoterm;Provenance;Origine;Destination;Marque1;Marque2;D&T;Val FOB;Val CAF;Pds Brut;Pds Net;Nbr Colis;Sous_Produit;fret;PU;D&T_tx;PU_moy;PU_min;PU_max;PU_med;Ecart
10;2024CIAB3C4290;2024-03-13;CIAB3 2024 1552;92303973502;2024CIAB3L5539;CIAB3;Mise à la consommation;"00045G -MOVIS C.I.
01 BP 1569 ABIDJAN 01
RCI";1001915M;"TONGONAISE DE MINES
 BP 801 KORHOGO (VILLE) 
MAIRI";0913981R;"STE DES MINES DE TONGON
01 BP 1216 ABIDJAN 01
COCO";"EUROPE FONDATIONS
78065 ST QUENTIN";VERT;BAE Auto;8484900000;4000;0;"PC - Colis (""parcel"")";CIP;FR;PLUSIEURS;CI;-;-;142068;346345.0;437382.0;1;1;0;Joints, jeux ou assortiment de joints de composi;91037.0;346345.0;0.3248144642440704;99242.21003039622;1968.0;836673.1666666666;68232.29220779221;0.2865414832909273
11;2024CIAB3C4448;2024-03-15;CIAB3 2024 1569;7151850293;2024CIAB3L5737;CIAB3;Mise à la consommation;"00045G -MOVIS C.I.
01 BP 1569 ABIDJAN 01
RCI";0421179F;"ATC COMAFRIQUE
01 BP 3727 ABIDJAN (VILLE) 01
MARCO";0421179F;"ATC COMAFRIQUE
01 BP 3727 ABIDJAN (VILLE) 01
MARCO";"VOLKSWAGEN OF SOUTH AFRICA
103 ALGOA ROAD,KARIEGA";VERT;BAE Auto;8484900000;4000;0;"PC - Colis (""parcel"")";CPT;ZA;PLUSIEURS;CI;-;-;37126;93802.0;114295.0;4;3;0;Joints, jeux ou assortiment de joints de composi;20493.0;31267.333333333332;0.32482610787873484;99242.21003039622;1968.0;836673.1666666666;68232.29220779221;3.1739902144004253
12;2024CIAB3C4299;2024-03-13;CIAB3 2024 1356;92303972662;2024CIAB3L5550;CIAB3;Mise à la consommation;"00045G -MOVIS C.I.
01 BP 1569 ABIDJAN 01
RCI";1205106C;"PFO AFRICA COTE D'IVOIRE
16 BP 387 ABIDJAN 16
COCO";1205106C;"PFO AFRICA COTE D'IVOIRE
16 BP 387 ABIDJAN 16
COCO";"AMARIS
12/14 RUE DES OSIERS";VERT;BAE Auto;8484900000;4000;0;"PC - Colis (""parcel"")";EXW;FR;PLUSIEURS;CI;-;-;54834;153494.0;168811.0;1;1;0;Joints, jeux ou assortiment de joints de composi;15317.0;153494.0;0.32482480407082476;99242.21003039622;1968.0;836673.1666666666;68232.29220779221;0.6465543280544922
13;2024CIAB3C5155;2024-03-26;CIAB3 2024 1643;92303983453;2024CIAB3L6656;CIAB3;Mise à la consommation;"00045G -MOVIS C.I.
01 BP 1569 ABIDJAN 01
RCI";9725093S;"SUCRIVOIRE
01 BP 1289 ABIDJAN 01
PRODUCT ET COMMER";9725093S;"SUCRIVOIRE
01 BP 1289 ABIDJAN 01
PRODUCT ET COMMER";"SIPH
53 RUE DU CAPITAINE GUYNEMER";VERT;BAE Auto;8421910000;4000;0;"PC - Colis (""parcel"")";CPT;FR;Allemagne;CI;-;-;164924;548380.0;620474.0;9;8;0;Parties de centrifugeuses, y compris d'essoreus;72094.0;68547.5;0.26580324074820216;1062322.3333333333;1062322.3333333333;1062322.3333333333;1062322.3333333333;15.497608714151985
14;2024CIAB3C4444;2024-03-15;CIAB3 2024 1573;7151850886;2024CIAB3L5731;CIAB3;Mise à la consommation;"00045G -MOVIS C.I.
01 BP 1569 ABIDJAN 01
RCI";0421179F;"ATC COMAFRIQUE
01 BP 3727 ABIDJAN (VILLE) 01
MARCO";0421179F;"ATC COMAFRIQUE
01 BP 3727 ABIDJAN (VILLE) 01
MARCO";"VOLKSWAGEN OF SOUTH AFRICA
103 ALGOA ROAD,KARIEGA";VERT;BAE Auto;8301200000;4000;0;"PC - Colis (""parcel"")";CPT;ZA;PLUSIEURS;CI;-;-;14824;28862.0;33472.0;1;1;0;Serrures (à clef, à secret ou électriques) de;4610.0;28862.0;0.4428776290630975;22438.761111111115;17711.0;27550.0;21541.7;0.777449972666867
15;2024CIAB3C4444;2024-03-15;CIAB3 2024 1573;7151850886;2024CIAB3L5731;CIAB3;Mise à la consommation;"00045G -MOVIS C.I.
01 BP 1569 ABIDJAN 01
RCI";0421179F;"ATC COMAFRIQUE
01 BP 3727 ABIDJAN (VILLE) 01
MARCO";0421179F;"ATC COMAFRIQUE
01 BP 3727 ABIDJAN (VILLE) 01
MARCO";"VOLKSWAGEN OF SOUTH AFRICA
103 ALGOA ROAD,KARIEGA";VERT;BAE Auto;8512200000;4000;0;"PC - Colis (""parcel"")";CPT;ZA;PLUSIEURS;CI;-;-;149586;396854.0;460538.0;9;8;0;Appareils électriques d'éclairage ou de signal;63684.0;49606.75;0.3248070734662503;52679.26756125264;14285.333333333334;187644.25;41325.5;1.0619374895806042
16;2024CIAB3C4448;2024-03-15;CIAB3 2024 1569;7151850293;2024CIAB3L5737;CIAB3;Mise à la consommation;"00045G -MOVIS C.I.
01 BP 1569 ABIDJAN 01
RCI";0421179F;"ATC COMAFRIQUE
01 BP 3727 ABIDJAN (VILLE) 01
MARCO";0421179F;"ATC COMAFRIQUE
01 BP 3727 ABIDJAN (VILLE) 01
MARCO";"VOLKSWAGEN OF SOUTH AFRICA
103 ALGOA ROAD,KARIEGA";VERT;BAE Auto;8512200000;4000;0;"PC - Colis (""parcel"")";CPT;ZA;PLUSIEURS;CI;-;-;49845;125944.0;153457.0;5;5;0;Appareils électriques d'éclairage ou de signal;27513.0;25188.8;0.324814117309735;52679.26756125264;14285.333333333334;187644.25;41325.5;2.091376626169275
17;2024CIAB3C4705;2024-03-19;CIAB3 2024 1571;7151847876;2024CIAB3L6057;CIAB3;Mise à la consommation;"00045G -MOVIS C.I.
01 BP 1569 ABIDJAN 01
RCI";0421179F;"ATC COMAFRIQUE
01 BP 3727 ABIDJAN (VILLE) 01
MARCO";0421179F;"ATC COMAFRIQUE
01 BP 3727 ABIDJAN (VILLE) 01
MARCO";"VOLKSWAGEN OF SOUTH AFRICA
103 ALGOA ROAD,KARIEGA";VERT;BAE Auto;8512200000;4000;0;"PC - Colis (""parcel"")";CPT;ZA;PLUSIEURS;CI;-;-;65192;127912.0;200704.0;2;2;0;Appareils électriques d'éclairage ou de signal;72792.0;63956.0;0.32481664540816324;52679.26756125264;14285.333333333334;187644.25;41325.5;0.8236798355315004
18;2024CIAB3C5396;2024-03-28;CIAB3 2024 1763;92303984411/1;2024CIAB3L6940;CIAB3;Mise à la consommation;"00045G -MOVIS C.I.
01 BP 1569 ABIDJAN 01
RCI";7603142C;"TOTALENERGIES MARKETING COTE D'IVOIRE
01 BP 336 AB";7603142C;"TOTALENERGIES MARKETING COTE D'IVOIRE
01 BP 336 AB";"THEMIS 
6 RUE DE LA FOSSE AUX CANES";VERT;BAE Auto;8421310000;4000;0;"PC - Colis (""parcel"")";EXW;FR;France;CI;-;-;259171;865207.0;975042.0;33;30;0;Filtres d'entrée d'air pour moteurs à allumag;109835.0;28840.233333333334;0.2658049601965864;22263.941176470587;22263.941176470587;22263.941176470587;22263.941176470587;0.7719750710455621
19;2024CIAB3C4299;2024-03-13;CIAB3 2024 1356;92303972662;2024CIAB3L5550;CIAB3;Mise à la consommation;"00045G -MOVIS C.I.
01 BP 1569 ABIDJAN 01
RCI";1205106C;"PFO AFRICA COTE D'IVOIRE
16 BP 387 ABIDJAN 16
COCO";1205106C;"PFO AFRICA COTE D'IVOIRE
16 BP 387 ABIDJAN 16
COCO";"AMARIS
12/14 RUE DES OSIERS";VERT;BAE Auto;8481200000;4000;0;"PC - Colis (""parcel"")";EXW;FR;PLUSIEURS;CI;-;-;121593;415877.0;457452.0;2;2;0;Valves pour transmissions oléohydrauliques ou p;41575.0;207938.5;0.26580493691141366;183711.27218752514;6450.166666666667;1323198.515625;68000.86666666667;0.8834884938937482
20;2024CIAB3C4444;2024-03-15;CIAB3 2024 1573;7151850886;2024CIAB3L5731;CIAB3;Mise à la consommation;"00045G -MOVIS C.I.
01 BP 1569 ABIDJAN 01
RCI";0421179F;"ATC COMAFRIQUE
01 BP 3727 ABIDJAN (VILLE) 01
MARCO";0421179F;"ATC COMAFRIQUE
01 BP 3727 ABIDJAN (VILLE) 01
MARCO";"VOLKSWAGEN OF SOUTH AFRICA
103 ALGOA ROAD,KARIEGA";VERT;BAE Auto;7007110000;4000;0;"PC - Colis (""parcel"")";CPT;ZA;PLUSIEURS;CI;-;-;70785;137751.0;159852.0;3;3;0;Verres trempés de dimensions et formats permet;22101.0;45917.0;0.44281585466556567;29014.0;24137.0;33891.0;29014.0;0.6318792604046432
21;2024CIAB3C4448;2024-03-15;CIAB3 2024 1569;7151850293;2024CIAB3L5737;CIAB3;Mise à la consommation;"00045G -MOVIS C.I.
01 BP 1569 ABIDJAN 01
RCI";0421179F;"ATC COMAFRIQUE
01 BP 3727 ABIDJAN (VILLE) 01
MARCO";0421179F;"ATC COMAFRIQUE
01 BP 3727 ABIDJAN (VILLE) 01
MARCO";"VOLKSWAGEN OF SOUTH AFRICA
103 ALGOA ROAD,KARIEGA";VERT;BAE Auto;8708990000;4000;0;"PC - Colis (""parcel"")";CPT;ZA;PLUSIEURS;CI;-;-;29850;75435.0;91895.0;3;3;0;Autres parties et accessoires des véhicules au;16460.0;25145.0;0.3248272484901246;45658.331723236835;41.49377593360996;120656.0;33427.56;1.8158016195361637
22;2024CIAB3C4705;2024-03-19;CIAB3 2024 1571;7151847876;2024CIAB3L6057;CIAB3;Mise à la consommation;"00045G -MOVIS C.I.
01 BP 1569 ABIDJAN 01
RCI";0421179F;"ATC COMAFRIQUE
01 BP 3727 ABIDJAN (VILLE) 01
MARCO";0421179F;"ATC COMAFRIQUE
01 BP 3727 ABIDJAN (VILLE) 01
MARCO";"VOLKSWAGEN OF SOUTH AFRICA
103 ALGOA ROAD,KARIEGA";VERT;BAE Auto;8708990000;4000;0;"PC - Colis (""parcel"")";CPT;ZA;PLUSIEURS;CI;-;-;283;656.0;862.0;1;1;0;Autres parties et accessoires des véhicules au;206.0;656.0;0.32830626450116007;45658.331723236835;41.49377593360996;120656.0;33427.56;69.60111543176347
23;2024CIAB3C4444;2024-03-15;CIAB3 2024 1573;7151850886;2024CIAB3L5731;CIAB3;Mise à la consommation;"00045G -MOVIS C.I.
01 BP 1569 ABIDJAN 01
RCI";0421179F;"ATC COMAFRIQUE
01 BP 3727 ABIDJAN (VILLE) 01
MARCO";0421179F;"ATC COMAFRIQUE
01 BP 3727 ABIDJAN (VILLE) 01
MARCO";"VOLKSWAGEN OF SOUTH AFRICA
103 ALGOA ROAD,KARIEGA";VERT;BAE Auto;8483500000;4000;0;"PC - Colis (""parcel"")";CPT;ZA;PLUSIEURS;CI;-;-;319490;847496.0;983640.0;19;17;0;Volants et poulies, y compris les poulies à mou;136144.0;49852.705882352944;0.3248037900044732;63639.33397574648;15087.0;439289.3846153846;35480.0;1.2765472374945606
24;2024CIAB3C4448;2024-03-15;CIAB3 2024 1569;7151850293;2024CIAB3L5737;CIAB3;Mise à la consommation;"00045G -MOVIS C.I.
01 BP 1569 ABIDJAN 01
RCI";0421179F;"ATC COMAFRIQUE
01 BP 3727 ABIDJAN (VILLE) 01
MARCO";0421179F;"ATC COMAFRIQUE
01 BP 3727 ABIDJAN (VILLE) 01
MARCO";"VOLKSWAGEN OF SOUTH AFRICA
103 ALGOA ROAD,KARIEGA";VERT;BAE Auto;8483500000;4000;0;"PC - Colis (""parcel"")";CPT;ZA;PLUSIEURS;CI;-;-;295089;745167.0;908511.0;31;28;0;Volants et poulies, y compris les poulies à mou;163344.0;26613.10714285714;0.32480509316893247;63639.33397574648;15087.0;439289.3846153846;35480.0;2.391277862976892
25;2024CIAB3C4920;2024-03-21;CIAB3 2024 1606;92303973852;2024CIAB3L6337;CIAB3;Mise à la consommation;"00045G -MOVIS C.I.
01 BP 1569 ABIDJAN 01
RCI";1001915M;"TONGONAISE DE MINES
 BP 801 KORHOGO (VILLE) 
MAIRI";0913981R;"STE DES MINES DE TONGON
01 BP 1216 ABIDJAN 01
COCO";"EUROPE FONDATIONS
78065 ST QUENTIN";VERT;BAE Auto;8415909000;4000;0;"PC - Colis (""parcel"")";CIP;FR;PLUSIEURS;CI;-;-;120036;325355.0;369560.0;3;3;0;Parties de machines et appareils du n° 84.15,;44205.0;108451.66666666667;0.3248078796406538;42709.364021592446;20031.923076923078;99494.9;33089.72;0.3938101214512681
26;2024CIAB3C4705;2024-03-19;CIAB3 2024 1571;7151847876;2024CIAB3L6057;CIAB3;Mise à la consommation;"00045G -MOVIS C.I.
01 BP 1569 ABIDJAN 01
RCI";0421179F;"ATC COMAFRIQUE
01 BP 3727 ABIDJAN (VILLE) 01
MARCO";0421179F;"ATC COMAFRIQUE
01 BP 3727 ABIDJAN (VILLE) 01
MARCO";"VOLKSWAGEN OF SOUTH AFRICA
103 ALGOA ROAD,KARIEGA";VERT;BAE Auto;9032200000;4000;0;"PC - Colis (""parcel"")";CPT;ZA;PLUSIEURS;CI;-;-;346218;678260.0;1065934.0;10;9;0;Manostats (pressostats);387674.0;75362.22222222222;0.3248024736991221;25213.28125;22220.5625;28206.0;25213.28125;0.33456127628048243
27;2024CIAB3C4444;2024-03-15;CIAB3 2024 1573;7151850886;2024CIAB3L5731;CIAB3;Mise à la consommation;"00045G -MOVIS C.I.
01 BP 1569 ABIDJAN 01
RCI";0421179F;"ATC COMAFRIQUE
01 BP 3727 ABIDJAN (VILLE) 01
MARCO";0421179F;"ATC COMAFRIQUE
01 BP 3727 ABIDJAN (VILLE) 01
MARCO";"VOLKSWAGEN OF SOUTH AFRICA
103 ALGOA ROAD,KARIEGA";VERT;BAE Auto;4010350000;4000;0;"PC - Colis (""parcel"")";CPT;ZA;PLUSIEURS;CI;-;-;71705;190228.0;220758.0;4;4;0;Courroies de transmission sans fin, en caoutcho;30530.0;47557.0;0.32481269081981173;100098.17859740258;9183.0;1525756.0;30174.0;2.1048043105621166
28;2024CIAB3C4448;2024-03-15;CIAB3 2024 1569;7151850293;2024CIAB3L5737;CIAB3;Mise à la consommation;"00045G -MOVIS C.I.
01 BP 1569 ABIDJAN 01
RCI";0421179F;"ATC COMAFRIQUE
01 BP 3727 ABIDJAN (VILLE) 01
MARCO";0421179F;"ATC COMAFRIQUE
01 BP 3727 ABIDJAN (VILLE) 01
MARCO";"VOLKSWAGEN OF SOUTH AFRICA
103 ALGOA ROAD,KARIEGA";VERT;BAE Auto;4010350000;4000;0;"PC - Colis (""parcel"")";CPT;ZA;PLUSIEURS;CI;-;-;187298;472945.0;576641.0;20;18;0;Courroies de transmission sans fin, en caoutcho;103696.0;26274.722222222223;0.3248086764555417;100098.17859740258;9183.0;1525756.0;30174.0;3.8096759977444448
29;2024CIAB3C4444;2024-03-15;CIAB3 2024 1573;7151850886;2024CIAB3L5731;CIAB3;Mise à la consommation;"00045G -MOVIS C.I.
01 BP 1569 ABIDJAN 01
RCI";0421179F;"ATC COMAFRIQUE
01 BP 3727 ABIDJAN (VILLE) 01
MARCO";0421179F;"ATC COMAFRIQUE
01 BP 3727 ABIDJAN (VILLE) 01
MARCO";"VOLKSWAGEN OF SOUTH AFRICA
103 ALGOA ROAD,KARIEGA";VERT;BAE Auto;8708290000;4000;0;"PC - Colis (""parcel"")";CPT;ZA;PLUSIEURS;CI;-;-;206241;547068.0;634972.0;13;11;0;Autres parties et accessoires des carrosseries;87904.0;49733.454545454544;0.32480329841315836;33227.090886582446;3623.124897288414;84399.66666666667;22745.756756756757;0.668103416307309
30;2024CIAB3C4448;2024-03-15;CIAB3 2024 1569;7151850293;2024CIAB3L5737;CIAB3;Mise à la consommation;"00045G -MOVIS C.I.
01 BP 1569 ABIDJAN 01
RCI";0421179F;"ATC COMAFRIQUE
01 BP 3727 ABIDJAN (VILLE) 01
MARCO";0421179F;"ATC COMAFRIQUE
01 BP 3727 ABIDJAN (VILLE) 01
MARCO";"VOLKSWAGEN OF SOUTH AFRICA
103 ALGOA ROAD,KARIEGA";VERT;BAE Auto;8708290000;4000;0;"PC - Colis (""parcel"")";CPT;ZA;PLUSIEURS;CI;-;-;80783;204003.0;248703.0;8;8;0;Autres parties et accessoires des carrosseries;44700.0;25500.375;0.3248171513813665;33227.090886582446;3623.124897288414;84399.66666666667;22745.756756756757;1.3030040101991616
31;2024CIAB3C4705;2024-03-19;CIAB3 2024 1571;7151847876;2024CIAB3L6057;CIAB3;Mise à la consommation;"00045G -MOVIS C.I.
01 BP 1569 ABIDJAN 01
RCI";0421179F;"ATC COMAFRIQUE
01 BP 3727 ABIDJAN (VILLE) 01
MARCO";0421179F;"ATC COMAFRIQUE
01 BP 3727 ABIDJAN (VILLE) 01
MARCO";"VOLKSWAGEN OF SOUTH AFRICA
103 ALGOA ROAD,KARIEGA";VERT;BAE Auto;8708290000;4000;0;"PC - Colis (""parcel"")";CPT;ZA;PLUSIEURS;CI;-;-;73995;144966.0;227806.0;3;2;0;Autres parties et accessoires des carrosseries;82840.0;72483.0;0.3248158520846685;33227.090886582446;3623.124897288414;84399.66666666667;22745.756756756757;0.45841219163917674
32;2024CIAB3C4448;2024-03-15;CIAB3 2024 1569;7151850293;2024CIAB3L5737;CIAB3;Mise à la consommation;"00045G -MOVIS C.I.
01 BP 1569 ABIDJAN 01
RCI";0421179F;"ATC COMAFRIQUE
01 BP 3727 ABIDJAN (VILLE) 01
MARCO";0421179F;"ATC COMAFRIQUE
01 BP 3727 ABIDJAN (VILLE) 01
MARCO";"VOLKSWAGEN OF SOUTH AFRICA
103 ALGOA ROAD,KARIEGA";VERT;BAE Auto;9029200000;4000;0;"PC - Colis (""parcel"")";CPT;ZA;PLUSIEURS;CI;-;-;11659;29518.0;35887.0;1;1;0;Indicateurs de vitesse et tachymètres autres qu;6369.0;29518.0;0.3248808760832613;73369.85185185185;10495.0;130535.33333333333;79079.22222222222;2.4855969866471934
33;2024CIAB3C4444;2024-03-15;CIAB3 2024 1573;7151850886;2024CIAB3L5731;CIAB3;Mise à la consommation;"00045G -MOVIS C.I.
01 BP 1569 ABIDJAN 01
RCI";0421179F;"ATC COMAFRIQUE
01 BP 3727 ABIDJAN (VILLE) 01
MARCO";0421179F;"ATC COMAFRIQUE
01 BP 3727 ABIDJAN (VILLE) 01
MARCO";"VOLKSWAGEN OF SOUTH AFRICA
103 ALGOA ROAD,KARIEGA";VERT;BAE Auto;8537100000;4000;0;"PC - Colis (""parcel"")";CPT;ZA;PLUSIEURS;CI;-;-;11336;36734.0;42631.0;1;1;0;Tableau, panneau, console, pupitre, armoire, aut;5897.0;36734.0;0.26590978396002907;238248.9133852624;10357.444444444445;2456231.0;68344.47619047618;6.485787373693646
